RNUM,MEDIATITLE,PLACENAME,ADDRESS
12924,킬힐,오크밸리 리조트,강원도 원주시 지정면 오크밸리1길 66
12951,타임즈,합천 영상 테마파크,경상남도 합천군 용주면 합천호수로 757
12981,태양의 후예,삼탄아트마인,강원도 정선군 고한읍 함백산로 1445-44
12982,태양의 후예,통리탄탄파크 (태양의 후예 태백세트장),강원도 태백시 통골길 116-44
12983,태양의 후예,태양의후예 태백세트장,강원도 태백시 통동 산 67-38
12998,태조 왕건,문경새재촬영장 (오픈세트장),경상북도 문경시 문경읍 새재로 1037
13058,투제니,서천 마량포구,충청남도 서천군 서면 마량리 344
13059,투제니,신성리 갈대밭,충청남도 서천군 한산면 신성리 125-1
13227,펜트하우스 2,선문대학교 아산캠퍼스,충청남도 아산시 탕정면 선문로221번길 70
13228,펜트하우스 3,오크밸리 리조트,강원도 원주시 지정면 오크밸리1길 66
13229,펜트하우스 3,직탕폭포,강원도 철원군 동송읍 장흥리 336-1
13235,펜트하우스 3,부산역,부산광역시 동구 중앙대로 206
13247,펜트하우스 3,익산 교도소 세트장,전라북도 익산시 성당면 함낭로 207
13270,포레스트,월정사,강원도 평창군 진부면 오대산로 374-8
13272,포레스트,미성마을,경상북도 군위군 우보면 미성5길 58-1
13277,푸른 바다의 전설,헌화로드라이브코스,강원도 강릉시 강동면 심곡리 헌화로
13278,푸른 바다의 전설,라라무리,강원도 강릉시 연곡면 진고개로 2551-18
13279,푸른 바다의 전설,대명비발디파크,강원도 홍천군 서면 한치골길 262
13280,푸른 바다의 전설,소노벨 비발디파크,강원도 홍천군 서면 한치골길 262
13286,푸른 바다의 전설,최참판댁 촬영지,경상남도 하동군 악양면 평사리길 66-7
13287,푸른 바다의 전설,문경새재 도립공원,경상북도 문경시 문경읍 새재로 932
13306,푸른 바다의 전설,대한다원보성녹차밭,전라남도 보성군 보성읍 녹차로 763-43
13307,푸른 바다의 전설,아쿠아플라넷 여수,전라남도 여수시 오동도로 61-11
13308,푸른 바다의 전설,휘닉스제주 섭지코지,제주특별자치도 서귀포시 성산읍 섭지코지로 107
13309,푸른 바다의 전설,메이즈랜드,제주특별자치도 제주시 구좌읍 비자림로 2134-47
13310,푸른 바다의 전설,신두리 해수욕장,충청남도 태안군 원북면 신두해변길 201-54
13315,풍선껌,강문해변,강원도 강릉시 창해로350번길 5
13316,풍선껌,대관령 양떼목장,강원도 평창군 대관령면 대관령마루길 483-32
13317,풍선껌,대명비발디파크,강원도 홍천군 서면 한치골길 262
13338,프라하의 연인,내소사,전라북도 부안군 진서면 내소사로 243
13390,하나뿐인 내편,장흥교도소 세트장,전라남도 장흥군 장흥읍 원도리 191
13444,"하이드 지킬, 나",뮤지엄 산,강원도 원주시 지정면 오크밸리2길 260
13468,"하이바이, 마마!",남이섬,강원도 춘천시 남산면 남이섬길 1
13557,학교 2017,선문대학교 아산캠퍼스,충청남도 아산시 탕정면 선문로221번길 70
13568,한 번 다녀왔습니다,태화강 국가정원,울산광역시 중구 태화강국가정원길 154
13804,함부로 애틋하게,장재터로,강원도 양양군 강현면 하복리 652-3
13807,함부로 애틋하게,장사도 해상공원 까멜리아,경상남도 통영시 한산면 장사도길 55
13811,함부로 애틋하게,공세리성당,충청남도 아산시 인주면 공세리성당길 10
13814,해치,문경새재촬영장 (오픈세트장),경상북도 문경시 문경읍 새재로 1037
13815,해치,궁남지,충청남도 부여군 부여읍 궁남로 52
13872,호텔 델루나,망상해수욕장,강원도 동해시 동해대로 6270-10
13886,호텔 델루나,합천 영상 테마파크,경상남도 합천군 용주면 합천호수로 757
13887,호텔 델루나,김천 한국보건대 (폐교),경상북도 김천시 어모면 옥율1길 94
13888,호텔 델루나,문경새재촬영장 (오픈세트장),경상북도 문경시 문경읍 새재로 1037
13922,호텔 델루나,목포근대역사관 1관,전라남도 목포시 영산로29번길 6
13923,호텔 델루나,성흥산 사랑나무,충청남도 부여군 임천면 성흥로97번길 167
13924,호텔 델루나,제천 원박리 폐터널,충청북도 제천시 봉양읍 의암로1길 66
13925,호텔킹,정동진해수욕장,강원도 강릉시 강동면 정동진리 257-2
13926,호텔킹,주문진방파제,강원도 강릉시 주문진읍 교항리 81-68
13927,호텔킹,시인과바다,강원도 강릉시 주문진읍 해안로 1887
13928,호텔킹,인터컨티넨탈 알펜시아 평창 리조트,강원도 평창군 대관령면 솔봉로 325
13955,홍천기,반곡지,경상북도 경산시 남산면 반곡리 246
13956,홍천기,영주선비촌,경상북도 영주시 순흥면 소백로 2796
13957,홍천기,광한루원,전라북도 남원시 요천로 1447
13958,화랑,한화리조트 설악 쏘라노,강원도 속초시 미시령로2983번길 111
13961,화랑,해양드라마세트장,경상남도 창원시 마산합포구 구산면 석고리 산183-2
13962,화랑,화랑의 언덕 (OK그린오토캠핑장),경상북도 경주시 산내면 내일리 산267-3
13963,화랑,라궁,경상북도 경주시 엑스포로 55-12
13964,화랑,옥양 폭포,경상북도 상주시 화북면 입석리
13965,화랑,마애솔숲문화공원,경상북도 안동시 풍산읍 마애리 40-2
13966,화랑,성흥산 사랑나무,충청남도 부여군 임천면 성흥로97번길 167
13967,화랑,온달관광지,충청북도 단양군 영춘면 온달로 23
13968,화양연화,치악역,강원도 원주시 판부면 치악로 730
13969,화양연화,강촌레일파크,강원도 춘천시 남산면 서백길 57
13970,화양연화,김유정역 폐역,강원도 춘천시 신동면 김유정로 1435
13979,화양연화,고현로11길,경상남도 거제시 거제중앙로 1898-13
13980,화양연화,흥남해수욕장,경상남도 거제시 장목면 흥남길 46
13981,화양연화,화본역,경상북도 군위군 산성면 산성가음로 711-9
13982,화양연화,미성마을,경상북도 군위군 우보면 미성5길 58-1
13983,화양연화,대전외국인학교,대전광역시 유성구 용산2로 77
14022,화양연화,옥정호,전라북도 임실군 운암면 운종리 473-9
14029,화유기,문화공감수정,부산광역시 동구 홍곡로 75
14049,환혼,고석정,강원도 철원군 동송읍 태봉로 1825
14050,환혼,나주영상테마파크,전라남도 나주시 공산면 덕음로 450
14051,환혼,성흥산 사랑나무,충청남도 부여군 임천면 성흥로97번길 167
14092,황후의 품격,제장마을,강원도 정선군 신동읍 제장길 1-38
14107,황후의 품격,백제문화단지,충청남도 부여군 규암면 백제문로 455
14108,황후의 품격,궁남지,충청남도 부여군 부여읍 궁남로 52
14109,황후의 품격,왕식이네해물칼국수,충청남도 서천군 비인면 갯벌체험로 492-25
14119,훈남정음,제장마을,강원도 정선군 신동읍 제장길 1-38
14124,훈남정음,성흥산 사랑나무,충청남도 부여군 임천면 성흥로97번길 167
14128,흑기사,부용대,경상북도 안동시 풍천면 광덕솔밭길 72
14162,힐러,청남대,충청북도 청주시 상당구 문의면 청남대길 646
14163,힐러,서문교,충청북도 청주시 서원구 사직동
14164,힐러,s459,충청북도 청주시 서원구 서부로 1436
14165,힐러,운보의 집,충청북도 청주시 청원구 내수읍 형동2길 92-41
14166,힐러,청주첨단문화산업단지,충청북도 청주시 청원구 상당로 314 청주첨단문화산업단지
14167,힘쎈여자 도봉순,대포항 등대,강원도 속초시 대포항 등대
14168,힘쎈여자 도봉순,쏠비치 양양,강원도 양양군 손양면 선사유적로 678
14196,힘쎈여자 도봉순,대둔산 금강구름다리,전라북도 완주군 운주면 산북리
14197,힘쎈여자 도봉순,대둔산,전라북도 완주군 운주면 산북리 611-34
14198,힘쎈여자 도봉순,대둔산 안심사,전라북도 완주군 운주면 안심길 372
14334,D.P.,아난티 코브,부산광역시 기장군 기장읍 기장해안로 268-31
14335,D.P.,광안대교,부산광역시 수영구 민락동 광안대교
14338,D.P.,울산대학교,울산광역시 남구 대학로 93
14616,SF8,모나무르 복합문화공간 아산,충청남도 아산시 순천향로 624
14627,SKY 캐슬,분덕스,강원도 춘천시 남산면 충효로 94
14653,SKY 캐슬,담양레이나CC,전라남도 담양군 담양읍 깊은실길 169
2,모단걸,합천 영상 테마파크,(50215)경상남도 합천군 용주면 합천호수로 757
22,발칙하게 고고,단콩,(30016)세종특별자치시 조치원읍 섭골길 35-4 단콩
23,발칙하게 고고,세종호수공원,(30106)세종특별자치시 호수공원길 155
24,발칙하게 고고,녹수원글램핑,(32500)충청남도 공주시 유구읍 금계산로 919-11
33,무법 변호사,춘천대교,(24238)강원도 춘천시 근화동 609
37,무브 투 헤븐 : 나는 유품정리사입니다,신녕역,(38803)경상북도 영천시 신녕면 장수로 1587
39,미스터 션샤인,운보의 집,(28149)충청북도 청주시 청원구 내수읍 형동2길 92-41
40,미스터 션샤인,선샤인스튜디오,(33012)충청남도 논산시 연무읍 봉황로 90
45,미스터 션샤인,부안영상테마파크,전라북도 부안군 반석면 격포로 309-64
57,모래시계,계명대학교 대명캠퍼스,(42403)대구광역시 남구 명덕로 104
113,호텔 델루나,성흥산 사랑나무,(33219)충청남도 부여군 임천면 성흥로97번길 167
114,호텔 델루나,목포근대역사관 1관,(58729)전라남도 목포시 영산로29번길 6
135,부암동 복수자들,유리트리트,(25103)강원도 홍천군 서면 한서로 1468-55
187,푸른 바다의 전설,대명비발디파크,(25102)강원도 홍천군 서면 한치골길 262
188,푸른 바다의 전설,라라무리,(25428)강원도 강릉시 연곡면 진고개로 2551-18
189,푸른 바다의 전설,헌화로드라이브코스,강원도 강릉시 강동면 심곡리 헌화로
223,인현왕후의 남자,휘닉스제주 섭지코지,(63642)제주특별자치도 서귀포시 성산읍 섭지코지로 107
224,인현왕후의 남자,제주국제공항,(63115)제주특별자치도 제주시 공항로 2
242,슬기로운 감빵생활,장흥교도소 세트장,(59319)전라남도 장흥군 장흥읍 원도리 191
254,알함브라 궁전의 추억,사천동성당,(28337)충청북도 청주시 청원구 주성로 147
272,"단, 하나의 사랑",엑스포다리,대전광역시 유성구 도룡동
305,"단, 하나의 사랑",제이드가든,(24464)강원도 춘천시 남산면 햇골길 80
306,"단, 하나의 사랑",KT&G 상상마당 춘천 아트센터,(24239)강원도 춘천시 스포츠타운길399번길 25
347,"단, 하나의 사랑",합덕성당,(31812)충청남도 당진시 합덕읍 합덕성당2길 22
348,달리와 감자탕,오크밸리 리조트,(26357)강원도 원주시 지정면 오크밸리1길 66
361,도도솔솔라라솔,청춘게스트하우스,(58726)전라남도 목포시 달성길 39
370,도도솔솔라라솔,서산동 시화골목길,(58758)전라남도 목포시 보리마당로 14
371,도도솔솔라라솔,유달산,전라남도 목포시 죽교동 산 27-1
379,도도솔솔라라솔,목포삼학초등학교,(58738)전라남도 목포시 남해로39번길 8
428,도시남녀의 사랑법,이이남스튜디오,(61642)광주광역시 남구 제중로47번길 10
467,보좌관,담양레이나CC,(57351)전라남도 담양군 담양읍 깊은실길 169
477,영광의 재인,공세리성당,(31427)충청남도 아산시 인주면 공세리성당길 10
494,호텔 델루나,김천 한국보건대 (폐교),(39504)경상북도 김천시 어모면 옥율1길 94
496,열혈사제,대영로243번길,(48816)부산광역시 동구 중앙대로195번길 14
527,대박,오봉산 마당바위,경상북도 경주시 서면 천촌리
531,돈꽃,을숙도,(49435)부산광역시 사하구 하단동 1207
539,독고 리와인드,강촌레일파크,(24464)강원도 춘천시 남산면 서백길 57
550,태조 왕건,문경새재촬영장 (오픈세트장),(36919)경상북도 문경시 문경읍 새재로 1037
558,응답하라 1988,경주 동부 사적지대,경상북도 경주시 황남동 111-2
559,응답하라 1988,경주역,(38147)경상북도 경주시 원화로 266
560,응답하라 1988,동궁과 월지,(38163)경상북도 경주시 원화로 102
561,응답하라 1988,경주신문왕릉,(38174)경상북도 경주시 배반동 453-1
571,아스달 연대기,반곡지,(38571)경상북도 경산시 남산면 반곡리 246
578,순정에 반하다,대명비발디파크,(25102)강원도 홍천군 서면 한치골길 262
579,사이코지만 괜찮아,헌화로드라이브코스,강원도 강릉시 강동면 심곡리 헌화로
580,사이코지만 괜찮아,심곡항,(25632)강원도 강릉시 강동면 심곡리 157-1
598,응답하라 1988,얄개분식,(31960)충청남도 서산시 해미면 읍성마을4길 24
609,사생활,익산 교도소 세트장,(54505)전라북도 익산시 성당면 함낭로 207
622,태양의 후예,태양의후예 태백세트장,(26029)강원도 태백시 통동 산 67-38
625,태양의 후예,삼탄아트마인,(26157)강원도 정선군 고한읍 함백산로 1445-44
628,나를 사랑한 스파이,제주국제공항,(63115)제주특별자치도 제주시 공항로 2
633,꽃보다 남자,설악해변,(25004)강원도 양양군 강현면 뒷나루2길 5-8
638,내 아이디는 강남미인,용평리조트,(25352)강원도 평창군 대관령면 올림픽로 715
643,내일 그대와,뮤지엄 산,(26357)강원도 원주시 지정면 오크밸리2길 260
667,나를 사랑한 스파이,담양레이나CC,(57351)전라남도 담양군 담양읍 깊은실길 169
706,남자친구,라라무리,(25428)강원도 강릉시 연곡면 진고개로 2551-18
712,남자친구,헌화로드라이브코스,강원도 강릉시 강동면 심곡리 헌화로
715,나를 사랑한 스파이,천주교 양남 성당,(38219)경상북도 경주시 양남면 양남항구길 103-4
716,내일,음성천,충청북도 음성군 음성읍 석인리
724,남자친구,롯데리조트 속초,(24900)강원도 속초시 대포항길 186
727,열두밤,정동진역,(25631)강원도 강릉시 강동면 정동역길 17
735,복수가 돌아왔다,중앙탑 사적공원,(27447)충청북도 충주시 중앙탑면 중앙탑길 112-28 일원
747,함부로 애틋하게,장재터로,강원도 양양군 강현면 하복리 652-3
779,해치,궁남지,(33165)충청남도 부여군 부여읍 궁남로 52
780,해치,문경새재촬영장 (오픈세트장),(36919)경상북도 문경시 문경읍 새재로 1037
781,함부로 애틋하게,공세리성당,(31427)충청남도 아산시 인주면 공세리성당길 10
785,함부로 애틋하게,장사도 해상공원 까멜리아,(53094)경상남도 통영시 한산면 장사도길 55
814,(아는 건 별로 없지만) 가족입니다,파도리해수욕장,(32124)충청남도 태안군 소원면 파도길 63-12
815,(아는 건 별로 없지만) 가족입니다,고흥우주발사전망대,(59521)전라남도 고흥군 영남면 해맞이로 840
830,365: 운명을 거스르는 1년,모나무르 복합문화공간 아산,(31560)충청남도 아산시 순천향로 624
837,1%의 어떤것,사천진해수욕장,(25435)강원도 강릉시 사천면 사천진리 266-2
845,1%의 어떤것,보헤미안박이추커피,(25435)강원도 강릉시 사천면 해안로 1107
851,1%의 어떤것,인터컨티넨탈 알펜시아 평창 리조트,(25351)강원도 평창군 대관령면 솔봉로 325
868,백일의 낭군님,영주 무섬마을,(36173)경상북도 영주시 문수면 무섬로 238-2
890,알함브라 궁전의 추억,씨마크 호텔,(25460)강원도 강릉시 해안로406번길 2
895,알함브라 궁전의 추억,침례병원,(46214)부산광역시 금정구 금단로 200
896,알고있지만,여수 전통시장,전라남도 여수시 서교동 중앙로3
922,알고있지만,울산대학교,(44610)울산광역시 남구 대학로 93
934,포레스트,월정사,(25318)강원도 평창군 진부면 오대산로 374-8
936,포레스트,미성마을,경상북도 군위군 우보면 미성5길 58-1
937,펜트하우스 3,익산 교도소 세트장,(54505)전라북도 익산시 성당면 함낭로 207
992,당신이 잠든 사이에,삼척해수욕장,강원도 삼척시 교동
993,당신이 잠든 사이에,약사리문화마을,(24355)강원도 춘천시 중앙로67번길 56
998,18 어게인,소토보체,(25159)강원도 홍천군 화촌면 군업안말길 153-15
1012,달리와 감자탕,스위스마을 컬러스테이,(63342)제주특별자치도 제주시 조천읍 함와로 566-27
1015,달리와 감자탕,합덕성당,(31812)충청남도 당진시 합덕읍 합덕성당2길 22
1016,달리와 감자탕,모나무르 복합문화공간 아산,(31560)충청남도 아산시 순천향로 624
1035,"지금, 헤어지는 중입니다",광안대교,부산광역시 수영구 민락동 광안대교
1054,열여덟의 순간,휘닉스 평창 스노우 파크,(25307)강원도 평창군 봉평면 태기로 174
1068,병원선,대우병원,(53317)경상남도 거제시 두모길 16
1121,더킹 투하츠,계명대학교 대명캠퍼스,(42403)대구광역시 남구 명덕로 104
1123,달의 연인 - 보보경심 려,아홉산숲,(46050)부산광역시 기장군 철마면 웅천리 520-10
1124,달의 연인 - 보보경심 려,사성암,(57632)전라남도 구례군 문척면 사성암길 303
1125,달의 연인 - 보보경심 려,나주영상테마파크,(58289)전라남도 나주시 공산면 덕음로 450
1154,도도솔솔라라솔,합천 영상 테마파크,(50215)경상남도 합천군 용주면 합천호수로 757
1169,달의 연인 - 보보경심 려,광한루원,(55776)전라북도 남원시 요천로 1447
1170,달의 연인 - 보보경심 려,내소사,(56344)전라북도 부안군 진서면 내소사로 243
1171,달의 연인 - 보보경심 려,백제문화단지,(33115)충청남도 부여군 규암면 백제문로 455
1176,더 케이투,기지포해수욕장,(32162)충청남도 태안군 안면읍 해안관광로 745-19
1177,더 케이투,익산 교도소 세트장,(54505)전라북도 익산시 성당면 함낭로 207
1190,더킹 투하츠,익산 교도소 세트장,(54505)전라북도 익산시 성당면 함낭로 207
1192,더킹 투하츠,담양레이나CC,(57351)전라남도 담양군 담양읍 깊은실길 169
1231,달의 연인 - 보보경심 려,부용대,(36757)경상북도 안동시 풍천면 광덕솔밭길 72
1245,달의 연인 - 보보경심 려,위양못 이팝나무,(50401)경상남도 밀양시 부북면 위양리 297
1246,달의 연인 - 보보경심 려,반곡지,(38571)경상북도 경산시 남산면 반곡리 246
1248,쌍갑포차,성흥산 사랑나무,(33219)충청남도 부여군 임천면 성흥로97번길 167
1251,크로스,미즈제일여성병원,(34188)대전광역시 유성구 계룡로 126
1276,크레이지 러브,호서대학교 아산캠퍼스,(31499)충청남도 아산시 배방읍 호서로79번길 20
1293,소년심판,전주지방법원,(54867)전라북도 전주시 덕진구 가인로 33
1294,소년심판,전주대학교,(55069)전라북도 전주시 완산구 천잠로 303
1295,쌍갑포차,고석정,(24023)강원도 철원군 동송읍 태봉로 1825
1327,사랑비,순천드라마촬영장,(57972)전라남도 순천시 비례골길 24
1332,사랑비,쎄라비음악다방,(41931)대구광역시 중구 국채보상로102길 60
1333,사랑비,계명대학교 대명캠퍼스,(42403)대구광역시 남구 명덕로 104
1334,사랑비,영주 무섬마을,(36173)경상북도 영주시 문수면 무섬로 238-2
1335,사랑비,제이드가든,(24464)강원도 춘천시 남산면 햇골길 80
1364,크로스,장흥교도소 세트장,(59319)전라남도 장흥군 장흥읍 원도리 191
1383,오! 주인님,김유정역 폐역,(24412)강원도 춘천시 신동면 김유정로 1435
1393,질투의 화신,대천해수욕장,(33489)충청남도 보령시 머드로 123
1402,오! 주인님,월정사,(25318)강원도 평창군 진부면 오대산로 374-8
1429,찬란한 유산,묵호등대전망대,(25717)강원도 동해시 해맞이길 289
1433,홍천기,반곡지,(38571)경상북도 경산시 남산면 반곡리 246
1434,홍천기,영주선비촌,(36013)경상북도 영주시 순흥면 소백로 2796
1435,홍천기,광한루원,(55776)전라북도 남원시 요천로 1447
1440,호텔킹,정동진해수욕장,(25631)강원도 강릉시 강동면 정동진리 257-2
1441,호텔킹,주문진방파제,(25424)강원도 강릉시 주문진읍 교항리 81-68
1442,호텔킹,시인과바다,(25408)강원도 강릉시 주문진읍 해안로 1887
1443,호텔킹,인터컨티넨탈 알펜시아 평창 리조트,(25351)강원도 평창군 대관령면 솔봉로 325
1459,오 마이 금비,익산 교도소 세트장,(54505)전라북도 익산시 성당면 함낭로 207
1462,오 마이 레이디,월정사,(25318)강원도 평창군 진부면 오대산로 374-8
1470,진심이 닿다,선문대학교 아산캠퍼스,(31460)충청남도 아산시 탕정면 선문로221번길 70
1476,푸른 바다의 전설,대한다원보성녹차밭,(59448)전라남도 보성군 보성읍 녹차로 763-43
1477,푸른 바다의 전설,휘닉스제주 섭지코지,(63642)제주특별자치도 서귀포시 성산읍 섭지코지로 107
1482,풍선껌,강문해변,(25467)강원도 강릉시 창해로350번길 5
1483,풍선껌,대관령 양떼목장,(25342)강원도 평창군 대관령면 대관령마루길 483-32
1484,풍선껌,대명비발디파크,(25102)강원도 홍천군 서면 한치골길 262
1489,시그널,심곡항,(25632)강원도 강릉시 강동면 심곡리 157-1
1490,시그널,헌화로드라이브코스,강원도 강릉시 강동면 심곡리 헌화로
1503,앨리스,합천 영상 테마파크,(50215)경상남도 합천군 용주면 합천호수로 757
1514,일지매,성흥산 사랑나무,(33219)충청남도 부여군 임천면 성흥로97번길 167
1544,앨리스,하우스 전주 노송동,(55011)전라북도 전주시 완산구 인봉1길 37-17
1571,시간,파크 하얏트 부산,(48120)부산광역시 해운대구 마린시티1로 51
1610,화양연화,고현로11길,(53251)경상남도 거제시 거제중앙로 1898-13
1611,화양연화,흥남해수욕장,(53202)경상남도 거제시 장목면 흥남길 46
1612,화양연화,화본역,경상북도 군위군 산성면 산성가음로 711-9
1613,화양연화,미성마을,경상북도 군위군 우보면 미성5길 58-1
1614,화양연화,대전외국인학교,(34035)대전광역시 유성구 용산2로 77
1615,부부의 세계,대명비발디파크,(25102)강원도 홍천군 서면 한치골길 262
1631,오렌지 마말레이드,휘닉스제주 섭지코지,(63642)제주특별자치도 서귀포시 성산읍 섭지코지로 107
1654,천국의 계단,경강역 (폐역),(24464)강원도 춘천시 남산면 서백길 62-52
1670,화양연화,김유정역 폐역,(24412)강원도 춘천시 신동면 김유정로 1435
1671,화양연화,강촌레일파크,(24464)강원도 춘천시 남산면 서백길 57
1672,화양연화,치악역,(26504)강원도 원주시 판부면 치악로 730
1673,화랑,온달관광지,(27020)충청북도 단양군 영춘면 온달로 23
1707,SF8,모나무르 복합문화공간 아산,(31560)충청남도 아산시 순천향로 624
1710,사이코지만 괜찮아,옥정호,(55906)전라북도 임실군 운암면 운종리 473-9
1711,"사임당, 빛의 일기",하슬라아트월드,(25631)강원도 강릉시 강동면 율곡로 1441
1712,"사임당, 빛의 일기",오봉산 마당바위,경상북도 경주시 서면 천촌리
1714,사춘기 메들리,연기복싱체육관,(30023)세종특별자치시 조치원읍 새내13길 7
1725,아이리스,표선 등대,(63629)제주특별자치도 서귀포시 표선면 민속해안로 532
1726,아이리스,해비치호텔앤드리조트,(63629)제주특별자치도 서귀포시 표선면 민속해안로 537
1736,이리와 안아줘,이월드,(42666)대구광역시 달서구 두류공원로 200
1738,이리와 안아줘,장흥교도소 세트장,(59319)전라남도 장흥군 장흥읍 원도리 191
1752,SKY 캐슬,분덕스,(24466)강원도 춘천시 남산면 충효로 94
1772,아이언맨,사우스케이프오너스클럽,(52455)경상남도 남해군 창선면 흥선로 1545
1826,사이코지만 괜찮아,사니다카페,(26303)강원도 원주시 호저면 칠봉로 109-128
1827,사이코지만 괜찮아,설악해변,(25004)강원도 양양군 강현면 뒷나루2길 5-8
1829,사이코지만 괜찮아,설악한옥민박,(24904)강원도 속초시 상도문길 58
1830,사이코지만 괜찮아,시크릿블루베이커리카페,(24756)강원도 고성군 토성면 아야진북길 31-6
1832,사이코지만 괜찮아,강원도 고성 민가,(24712)강원도 고성군 거진읍 등대길 14
1850,첫사랑은 처음이라서,소토보체,(25159)강원도 홍천군 화촌면 군업안말길 153-15
1851,첫사랑은 처음이라서,오죽헌 경내,(25465)강원도 강릉시 율곡로3139번길 24
1853,철인왕후,궁남지,(33165)충청남도 부여군 부여읍 궁남로 52
1856,철인왕후,병산서원,(36760)경상북도 안동시 풍천면 병산길 386
1879,화양연화,옥정호,(55906)전라북도 임실군 운암면 운종리 473-9
1886,화유기,문화공감수정,(48785)부산광역시 동구 홍곡로 75
1894,철인왕후,문경새재촬영장 (오픈세트장),(36919)경상북도 문경시 문경읍 새재로 1037
1940,어느 날 우리 집 현관으로 멸망이 들어왔다,경주월드,(38117)경상북도 경주시 보문로 544
1946,어게인 마이 라이프,호서대학교 아산캠퍼스,(31499)충청남도 아산시 배방읍 호서로79번길 20
1947,어게인 마이 라이프,베어트리파크,(30009)세종특별자치시 전동면 신송로 217
1952,시지프스: the myth,벡스코,(48060)부산광역시 해운대구 APEC로 55
1953,시지프스: the myth,광안대교,부산광역시 수영구 민락동 광안대교
1962,백일의 낭군님,아홉산숲,(46050)부산광역시 기장군 철마면 웅천리 520-10
1967,작은 아씨들,오크밸리 리조트,(26357)강원도 원주시 지정면 오크밸리1길 66
1979,어느 날 우리 집 현관으로 멸망이 들어왔다,충장로,광주광역시 동구 충장로3가
1992,백일의 낭군님,부안영상테마파크,전라북도 부안군 반석면 격포로 309-64
1993,백일의 낭군님,광한루원,(55776)전라북도 남원시 요천로 1447
2009,프라하의 연인,내소사,(56344)전라북도 부안군 진서면 내소사로 243
2013,어게인 마이 라이프,합천 영상 테마파크,(50215)경상남도 합천군 용주면 합천호수로 757
2020,시그널,익산 교도소 세트장,(54505)전라북도 익산시 성당면 함낭로 207
2021,시그널,국립법무병원,충청남도 공주시 반포면 봉곡리 반포초교길 253
2033,환혼,고석정,(24023)강원도 철원군 동송읍 태봉로 1825
2034,환혼,나주영상테마파크,(58289)전라남도 나주시 공산면 덕음로 450
2035,환혼,성흥산 사랑나무,(33219)충청남도 부여군 임천면 성흥로97번길 167
2040,뷰티 인사이드,동궁과 월지,(38163)경상북도 경주시 원화로 102
2041,뷰티 인사이드,아난티 코브,(46083)부산광역시 기장군 기장읍 기장해안로 268-31
2050,오월의 청춘,제이딘주얼리,(55038)전라북도 전주시 완산구 전라감영4길 19
2062,첫사랑은 처음이라서,전주고속버스터미널,(54933)전라북도 전주시 덕진구 가리내로 70
2095,첫사랑은 처음이라서,전주전동성당,(55044)전라북도 전주시 완산구 태조로 51
2096,첫사랑은 처음이라서,향교길,(55045)전라북도 전주시 완산구 향교길 105
2103,오월의 청춘,남원랜드,(55795)전라북도 남원시 양림길 58-13
2104,오월의 청춘,순천드라마촬영장,(57972)전라남도 순천시 비례골길 24
2127,오월의 청춘,합천 영상 테마파크,(50215)경상남도 합천군 용주면 합천호수로 757
2132,오월의 청춘,부강성당,(30075)세종특별자치시 부강면 부강4길 33
2136,오월의 청춘,대전 삼성동 집,(34613)대전광역시 동구 솔랑5길 36
2137,오월의 청춘,쎄라비음악다방,(41931)대구광역시 중구 국채보상로102길 60
2138,오월의 청춘,가실성당,(39912)경상북도 칠곡군 왜관읍 가실1길 1
2139,미안하다 사랑한다,신성리 갈대밭,(33625)충청남도 서천군 한산면 신성리 125-1
2144,미스터 션샤인,계명대학교 성서캠퍼스,(42601)대구광역시 달서구 달구벌대로 1095
2151,빈센조,김천 한국보건대 (폐교),(39504)경상북도 김천시 어모면 옥율1길 94
2152,빈센조,대구오페라하우스,(41585)대구광역시 북구 호암로 15
2167,미스터 션샤인,고산정,(36603)경상북도 안동시 도산면 가송길 177-42
2168,미스터 션샤인,계명대학교 대명캠퍼스,(42403)대구광역시 남구 명덕로 104
2179,월간 집,황리단길,(38167)경상북도 경주시 태종로 746
2190,친애하는 판사님께,장흥교도소 세트장,(59319)전라남도 장흥군 장흥읍 원도리 191
2191,친애하는 판사님께,대둔산 금강구름다리,전라북도 완주군 운주면 산북리
2200,세상 어디에도 없는 착한남자,추암해수욕장,강원도 동해시 촛대바위길 2
2201,세상 어디에도 없는 착한남자,동피랑 벽화마을,(53052)경상남도 통영시 동피랑1길 6-18
2212,신입사관 구해령,영주소수서원,(36013)경상북도 영주시 순흥면 소백로 2740
2214,신입사관 구해령,광한루원,(55776)전라북도 남원시 요천로 1447
2215,몬스터,담양레이나CC,(57351)전라남도 담양군 담양읍 깊은실길 169
2221,미스터 기간제,선문대학교 아산캠퍼스,(31460)충청남도 아산시 탕정면 선문로221번길 70
2224,미스터 션샤인,황매산,경상남도 산청군 차황면 법평리 산 1
2238,미스터 션샤인,만휴정,(36735)경상북도 안동시 길안면 묵계하리길 42
2243,미남이시네요,공세리성당,(31427)충청남도 아산시 인주면 공세리성당길 10
2260,옥탑방 왕세자,마이산탑사,(55450)전라북도 진안군 마령면 마이산남로 367
2261,옥탑방 왕세자,광한루원,(55776)전라북도 남원시 요천로 1447
2313,황후의 품격,제장마을,(26136)강원도 정선군 신동읍 제장길 1-38
2332,청춘기록,문경새재촬영장 (오픈세트장),(36919)경상북도 문경시 문경읍 새재로 1037
