RNUM,MEDIATITLE,PLACENAME,ADDRESS
2069,남자친구,라라무리,"강원도 강릉시 연곡면 진고개로 2551-18"
2070,남자친구,"외옹치 바다향기로","강원도 속초시 대포동 712"
2071,남자친구,"롯데리조트 속초","강원도 속초시 대포항길 186"
2072,남자친구,pino,"경기도 고양시 일산동구 애니골길 72"
2073,남자친구,청아공원기독교전용관,"경기도 고양시 일산동구 은마길 129"
2074,남자친구,"아소산 일산본점","경기도 고양시 일산동구 정발산로 128"
2075,남자친구,일산호수공원,"경기도 고양시 일산동구 호수로 731"
2076,남자친구,주엽역,"경기도 고양시 일산서구 중앙로 지하 1432"
2077,남자친구,남양주별내휴게소,"경기도 남양주시 별내면 구리포천고속도로 14"
2078,남자친구,별내휴게소,"경기도 남양주시 별래면 광전리 267-1"
2079,남자친구,화랑육교,"경기도 성남시 분당구 삼평동 화랑육교"
2080,남자친구,"시흥 갯골생태공원","경기도 시흥시 동서로 287"
2081,남자친구,"풍경 카페","경기도 시흥시 동서로 786"
2082,남자친구,양주시립장욱진미술관,"경기도 양주시 장흥면 권율로 193"
2083,남자친구,엘빈에비뉴라운지,"서울특별시 강남구 강남대로92길 13"
2084,남자친구,"퀸즈파크 청담점","서울특별시 강남구 압구정로60길 22"
2085,남자친구,라움,"서울특별시 강남구 언주로 564"
2086,남자친구,현담원빌딩,"서울특별시 강남구 언주로168길 6"
2087,남자친구,"메이필드 호텔","서울특별시 강서구 방화대로 94"
2088,남자친구,"커피베이 가산직영점","서울특별시 금천구 벚꽃로 254"
2089,남자친구,고고네닭도리탕,"서울특별시 마포구 마포대로1길 46"
2090,남자친구,"카페 웍소베러 잔다리 (구 카페 요호)","서울특별시 마포구 잔다리로 88"
2091,남자친구,1953연남서서갈비,"서울특별시 마포구 희우정로 84"
2092,남자친구,홍남교,"서울특별시 서대문구 남가좌동 홍남교"
2093,남자친구,"담산 신촌본점","서울특별시 서대문구 연세로5다길 5 1층"
2094,남자친구,서울고속버스터미널,"서울특별시 서초구 신반포로 194"
2095,남자친구,동호대교,"서울특별시 성동구 옥수동"
2096,남자친구,"뚜레쥬르 잠실점","서울특별시 송파구 석촌호수로 142"
2097,남자친구,"롯데 시그니엘","서울특별시 송파구 올림픽로 300"
2098,남자친구,운산,"서울특별시 영등포구 여의공원로 101"
2099,남자친구,서강대교,"서울특별시 영등포구 여의도동 서강대교"
2100,남자친구,남산도서관,"서울특별시 용산구 소월로 109"
2101,남자친구,동작대교,"서울특별시 용산구 이촌동 동작대교"
2102,남자친구,"쌍대포소금구이 본점","서울특별시 용산구 청파로 291"
2103,남자친구,소월로,"서울특별시 용산구 후암동 소월로"
2104,남자친구,"갈현동 주택","서울특별시 은평구 갈현로41길 64"
2105,남자친구,"서울 갈현동 단독주택","서울특별시 은평구 갈현로41길 64"
2106,남자친구,역촌파출소,"서울특별시 은평구 연서로 61"
2107,남자친구,"손놀림 공방","서울특별시 종로구 낙산성곽서1길 19-1"
2108,남자친구,"텐바이텐 대학로점","서울특별시 종로구 대학로12길 31"
2109,남자친구,아델라베일리,"서울특별시 종로구 북악산로 48"
2110,남자친구,진성옛날소머리국밥집,"서울특별시 종로구 삼청로 113-2"
2111,남자친구,세움아트스페이스,"서울특별시 종로구 삼청로 48"
2112,남자친구,율곡로19길,"서울특별시 종로구 율곡로19길 68-64"
2113,남자친구,이화익갤러리,"서울특별시 종로구 율곡로3길 67"
2114,남자친구,이화마을,"서울특별시 종로구 이화장길 70-11"
2115,남자친구,석탄회관,"서울특별시 종로구 종로5길 58"
2116,남자친구,"영풍문고 종로본점","서울특별시 종로구 청계천로 41"
2117,남자친구,"고래사진관 필름현상소","서울특별시 중구 마른내로2길 31"
2118,남자친구,동국대학교,"서울특별시 중구 필동로 1길30"
2119,남자친구,"필스너하우스 인천시청점","인천광역시 남동구 예술로204번길 27"
2120,남자친구,아벨서점,"인천광역시 동구 금곡로 5-1"
2121,남자친구,미니슈퍼,"인천광역시 동구 화도진로91번길20"
2122,남자친구,"동백식당 인천본점","인천광역시 미추홀구 경인로 186"
2123,남자친구,수봉남로24번길,"인천광역시 미추홀구 수봉남로24번길"
2124,남자친구,아이즈빌아울렛,"인천광역시 부평구 마장로 489"
2125,남자친구,"CGV 부평","인천광역시 부평구 마장로 489"
2126,남자친구,"브라운핸즈 개항로","인천광역시 중구 개항로 73-1"
2127,남자친구,인천국제공항,"인천광역시 중구 공항로 272"
2128,남자친구,신포로39번길,"인천광역시 중구 신포로39번길"
2134,"낭만닥터 김사부",알펜시아,"강원도 평창군 대관령면 솔봉로 325"
2135,"낭만닥터 김사부",고갯마루쉼터,"경기도 고양시 덕양구 보광로 379"
2136,"낭만닥터 김사부","해빛 고양고갯마루쉼터점","경기도 고양시 덕양구 보광로 379"
2137,"낭만닥터 김사부",새소리물소리,"경기도 성남시 수정구 오야남로38번길 10"
2138,"낭만닥터 김사부","포천시 시설관리공단","경기도 포천시 군내면 청성로 112"
2139,"낭만닥터 김사부","한림대학교 동탄성심병원","경기도 화성시 큰재봉길 7"
2140,"낭만닥터 김사부 2","로케이션 이음 (구 로얄퀘스트)","경기도 파주시 탄현면 새오리로286번길 48-70"
2141,"낭만닥터 김사부 2",리우빌딩,"서울특별시 강남구 강남대로106길 19"
2142,"낭만닥터 김사부 2",영동대로,"서울특별시 강남구 삼성동"
2143,"낭만닥터 김사부 2",레오네,"경기도 고양시 일산동구 경의로 461"
2144,"낭만닥터 김사부 2","의정부 터미널","경기도 의정부시 동일로 640"
2145,"낭만닥터 김사부 2",돌담병원,"경기도 포천시 영북면 산정호수로 771"
2146,"낭만닥터 김사부 2",나들목,"경기도 포천시 영북면 운천로 19"
2147,"낭만닥터 김사부 2","한림대학교 동탄성심병원","경기도 화성시 큰재봉길 7"
2148,"낭만닥터 김사부 2","계명대학교 성서캠퍼스","대구광역시 달서구 달구벌대로 1095"
2149,"낮과 밤",엘빈에비뉴라운지,"서울특별시 강남구 강남대로92길 13"
2150,"낮과 밤",어울마당로,"서울특별시 마포구 어울마당로"
2151,"낮과 밤",서강대교,"서울특별시 영등포구 여의도동 서강대교"
2152,"낯선 나의 가족","다산교앞 정류장","경기도 파주시 광인사길 68 다산교앞 정류장"
2153,"내 뒤에 테리우스",어쩌다어달,"강원도 동해시 일출로 309"
2154,"내 뒤에 테리우스",춘천대교,"강원도 춘천시 근화동 609"
2155,"내 뒤에 테리우스",킹스백바버샵,"경기 성남시 분당구 판교역로2번길 9-1"
2156,"내 뒤에 테리우스","리븐델 게스트하우스","경기도 가평군 청평면 고재길 262-46"
2157,"내 뒤에 테리우스",청아공원기독교전용관,"경기도 고양시 일산동구 은마길 129"
2158,"내 뒤에 테리우스",더라운지,"경기도 성남시 분당구 서판교로 162"
2159,"내 뒤에 테리우스","The Lounge","경기도 성남시 분당구 서판교로 162"
2160,"내 뒤에 테리우스","퀴즈노스 압구정점","서울특별시 강남구 압구정로 144"
2161,"내 뒤에 테리우스",KT&G서울사옥,"서울특별시 강남구 영동대로 416"
2162,"내 뒤에 테리우스",더스토리,"서울특별시 마포구 성미산로32길 12"
2163,"내 뒤에 테리우스",사보이시티DMC,"서울특별시 마포구 월드컵북로54길 17"
2164,"내 뒤에 테리우스",삼청각,"서울특별시 성북구 대사관로 3"
2165,"내 뒤에 테리우스",원효대교,"서울특별시 영등포구 여의도동 원효대교"
2166,"내 뒤에 테리우스",N서울타워,"서울특별시 용산구 남산공원길 105"
2167,"내 뒤에 테리우스",세종문화회관,"서울특별시 종로구 세종대로 175"
2168,"내 딸, 금사월",중림동약현성당,"서울특별시 중구 청파로 447-1"
2169,"내 마음이 들리니",일산호수공원,"경기도 고양시 일산동구 호수로 731"
2170,"내 마음이 들리니","기흥 고매동 단독주택","경기도 용인시 기흥구 기흥단지로110번길 11-9"
2171,"내 마음이 들리니",평강랜드,"경기도 포천시 영북면 우물목길 171-18"
2172,"내 마음이 들리니",원방빌딩,"서울특별시 강남구 선릉로157길 18 1~3층"
2173,"내 마음이 들리니",압구정로50길,"서울특별시 강남구 신사동 압구정로50길"
2174,"내 마음이 들리니",포스코센터,"서울특별시 강남구 테헤란로 440"
2175,"내 마음이 들리니",망원한강공원,"서울특별시 마포구 마포나루길 467"
2176,"내 마음이 들리니",낙산공원,"서울특별시 종로구 낙산길 41"
2177,"내 마음이 들리니","남산 케이블카","서울특별시 중구 소파로 83"
2178,"내 마음이 들리니","롯데호텔 서울","서울특별시 중구 을지로 30"
2179,"내 마음이 들리니",서울의료원,"서울특별시 중랑구 신내로 156"
2180,"내 마음이 들리니",인천국제공항,"인천광역시 중구 공항로 272"
2181,"내 생애 봄날",안성팜랜드,"경기도 안성시 공도읍 대신두길 28"
2182,"내 아이디는 강남미인",용평리조트,"강원도 평창군 대관령면 올림픽로 715"
2183,"내 아이디는 강남미인","락휴 노래연습장 성남 복정점","경기도 성남시 수정구 복정로 57"
2184,"내 아이디는 강남미인","경기대학교 수원캠퍼스","경기도 수원시 영통구 광교산로 154-42"
2185,"내 아이디는 강남미인","수원 화성","경기도 수원시 장안구 영화동 320-2"
2186,"내 아이디는 강남미인",장안공원,"경기도 수원시 장안구 영화동 349-86"
2187,"내 아이디는 강남미인",약천사,"경기도 파주시 교하로681번길 118"
2188,"내 아이디는 강남미인",건국대학교,"서울특별시 광진구 능동로 120"
2189,"내 아이디는 강남미인","카페온더플랜 건대점","서울특별시 광진구 능동로 161 1~2층"
2190,"내 아이디는 강남미인",C156,"서울특별시 광진구 동일로 156"
2191,"내 아이디는 강남미인","인덕대학교 정류장","서울특별시 노원구 월계동 595"
2192,"내 아이디는 강남미인",디토,"서울특별시 서초구 명달로 94"
2193,"내 아이디는 강남미인",신세계센트럴시티,"서울특별시 서초구 신반포로 176"
2194,"내 아이디는 강남미인","GS25 성북동소문점","서울특별시 성북구 동소문로13가길 46"
2195,"내 아이디는 강남미인",삼선교로18가길,"서울특별시 성북구 삼선교로18가길"
2196,"내 아이디는 강남미인","이태원 229-5 옥상","서울특별시 용산구 회나무로 63"
2197,"내 아이디는 강남미인",동숭길,"서울특별시 종로구 동숭길 98 25-10"
2198,"내 아이디는 강남미인","경원재 앰배서더 인천","인천광역시 연수구 테크노파크로 200"
2199,"내 아이디는 강남미인",인천국제공항,"인천광역시 중구 공항로 272"
2200,"내 여자친구는 구미호",킨텍스제1전시장,"경기 고양시 일산서구 킨텍스로 217-60"
2201,"내 여자친구는 구미호",석남사(안성),"경기도 안성시 금광면 상촌새말길 3-120"
2202,"내 여자친구는 구미호","중앙대학교 서울캠퍼스","서울특별시 동작구 흑석로 84"
2203,"내 여자친구는 구미호",DMC첨단산업센터,"서울특별시 마포구 성암로 330"
2204,"내 여자친구는 구미호",여의서로,"서울특별시 영등포구 여의도동"
2205,"내 여자친구는 구미호",동작대교,"서울특별시 용산구 이촌동 동작대교"
2206,"내 여자친구는 구미호",중림동약현성당,"서울특별시 중구 청파로 447-1"
2207,"내 연애의 모든것","오페라 디바스","경기도 고양시 덕양구 행주산성로 141"
2208,"내 이름은 김삼순","코엑스 아쿠아리움","서울특별시 강남구 영동대로 513"
2209,"내 이름은 김삼순",진관사,"서울특별시 은평구 진관길 73"
2210,"내 이름은 김삼순","영풍문고 종로본점","서울특별시 종로구 청계천로 41"
2211,"내 이름은 김삼순","삼순이 계단","서울특별시 중구 남산공원길 649"
2212,"내 이름은 김삼순",더플라자,"서울특별시 중구 소공로 119"
2213,"내가 가장 예뻤을 때",심곡항,"강원도 강릉시 강동면 심곡리 157-1"
2214,"내가 가장 예뻤을 때",헌화로드라이브코스,"강원도 강릉시 강동면 심곡리 헌화로"
2215,"내가 가장 예뻤을 때",주문진등대,"강원도 강릉시 주문진읍 옛등대길 24-7"
2216,"내가 가장 예뻤을 때","경강역 (폐역)","강원도 춘천시 남산면 서백길 62-52"
2217,"내가 가장 예뻤을 때","아소산 일산본점","경기도 고양시 일산동구 정발산로 128"
2218,"내가 가장 예뻤을 때",동화컬처빌리지,"경기도 남양주시 화도읍 북한강로 1708-38"
2219,"내가 가장 예뻤을 때","양평 두물머리","경기도 양평군 양서면 양수리"
2220,"내가 가장 예뻤을 때","파머스빌리지 플러스","경기도 의정부시 범골로35번길 78"
2221,"내가 가장 예뻤을 때",루비나빌딩,"서울특별시 강남구 도산대로 502"
2222,"내가 가장 예뻤을 때","김희수아트센터 (구 수림아트센터)","서울특별시 동대문구 홍릉로 118"
2223,"내가 가장 예뻤을 때",동작대교,"서울특별시 용산구 이촌동 동작대교"
2224,"내가 가장 예뻤을 때","오크우드프리미어 인천","인천광역시 연수구 컨벤시아대로 165"
2225,"내가 가장 예뻤을 때",송도센트럴파크호텔,"인천광역시 연수구 테크노파크로 193"
2226,"내가 가장 예뻤을 때",인천국제공항,"인천광역시 중구 공항로 272"
2227,"내가 가장 예뻤을 때",방주교회,"제주특별자치도 서귀포시 안덕면 산록남로762번길 113"
2228,"내가 가장 예뻤을 때",비밀의숲,"제주특별자치도 제주시 구좌읍 송당리 2173"
2229,"내가 가장 예뻤을 때",그시절그바다,"제주특별자치도 제주시 구좌읍 해맞이해안로 1178"
2230,"내가 가장 예뻤을 때",김녕해수욕장,"제주특별자치도 제주시 구좌읍 해맞이해안로 7-6"
2231,"내게 거짓말을 해봐",팍스타워,"서울특별시 강남구 언주로 609"
2232,"내게 거짓말을 해봐","그랜드 워커힐 서울","서울특별시 광진구 워커힐로 177"
2233,"내게 거짓말을 해봐","켄싱턴호텔 여의도","서울특별시 영등포구 국회대로76길 16"
2234,"내게 거짓말을 해봐",북촌로5가길,"서울특별시 종로구 북촌로5가길 12-7"
2235,"내게 거짓말을 해봐",베어트리파크,"세종특별자치시 전동면 신송로 217"
2236,"내게 거짓말을 해봐",인천국제공항,"인천광역시 중구 공항로 272"
2237,"내겐 너무 사랑스러운 그녀","아난티 클럽 서울","경기도 가평군 설악면 유명로 961-34"
2244,"내성적인 보스",pino,"경기도 고양시 일산동구 애니골길 72"
2245,"내성적인 보스",일산호수공원,"경기도 고양시 일산동구 호수로 731"
2246,"내성적인 보스",플럼라인,"경기도 파주시 문발로 165"
2247,"내성적인 보스",화이트블럭,"경기도 파주시 탄현면 헤이리마을길 72"
2248,"내성적인 보스",청려수련원,"경기도 화성시 풀무골로110번길 69"
2249,"내성적인 보스",루카511,"서울특별시 강남구 도산대로81길 40"
2250,"내성적인 보스",더발렌티청담,"서울특별시 강남구 영동대로 728"
2251,"내성적인 보스",하늘공원,"서울특별시 마포구 하늘공원로 95"
2252,"내성적인 보스","콘래드 서울 호텔","서울특별시 영등포구 국제금융로 10 서울 국제금융 센터"
2253,"내성적인 보스",미원빌딩,"서울특별시 영등포구 국제금융로 70"
2254,"내성적인 보스",이화벽화마을,"서울특별시 종로구 낙산성곽서1길 28"
2255,내일,"용인 대장금 파크","경기도 용인시 처인구 백암면 용천드라마길 25"
2256,내일,백사마을,"서울특별시 노원구 중계본동 104-3"
2257,내일,"MBC 가든 스튜디오","서울특별시 마포구 성암로 267"
2258,내일,"MBC문화방송 본사","서울특별시 마포구 성암로 267"
2259,내일,"몽마르뜨언덕위 은하수다방","서울특별시 마포구 토정로 33-1"
2260,내일,서울책보고,"서울특별시 송파구 오금로 1"
2261,내일,롯데월드몰,"서울특별시 송파구 올림픽로 300"
2262,내일,"서울 후암동 아파트","서울특별시 용산구 두텁바위로60길 78"
2263,내일,"후암동 민간아파트","서울특별시 용산구 두텁바위로60길 78"
2264,내일,"후암동 옥탑방","서울특별시 용산구 두텁바위로60길 78"
2265,내일,"소월로 계단 2번","서울특별시 용산구 두텁바위로60길 79"
2266,내일,동작대교,"서울특별시 용산구 이촌동 동작대교"
2267,내일,등대사진관,"서울특별시 용산구 이촌로29길 29 1층"
2268,내일,한국장애인문화예술원,"서울특별시 종로구 대학로 112"
2269,내일,효자로,"서울특별시 종로구 효자로 37"
2270,내일,용현1.4동,"인천광역시 미추홀구 수봉남로18번길 81-22"
2271,내일,"모리셔스 브라운 청라점","인천광역시 서구 청라커낼로260번길 7-19"
2272,내일,음성천,"충청북도 음성군 음성읍 석인리"
2273,"내일 그대와","뮤지엄 산","강원도 원주시 지정면 오크밸리2길 260"
2274,"내일 그대와",네오위즈,"경기도 성남시 분당구 대왕판교로645번길 14"
2275,"내일 그대와","경기영어마을 파주캠퍼스","경기도 파주시 탄현면 얼음실로 40"
2276,"내일 그대와",포네티브스페이스,"경기도 파주시 탄현면 헤이리마을길 34"
2277,"내일 그대와",난지한강공원,"서울특별시 마포구 한강난지로 162"
2278,"내일 그대와",서울역,"서울특별시 용산구 한강대로 405"
2279,"내일 지구가 망해버렸으면 좋겠어",어울마당로,"서울특별시 마포구 어울마당로"
2280,"내일도 맑음","브롱스 동여의도점","서울특별시 영등포구 여의대방로65길 17"
2281,"내일도 칸타빌레",소토보체,"강원도 홍천군 화촌면 군업안말길 153-15"
2282,"내일도 칸타빌레",더힐하우스,"경기도 양평군 강하면 강남로 489"
2283,"내일도 칸타빌레",마임비전빌리지,"경기도 여주시 능서면 용은리 443"
2284,"내일도 칸타빌레",세라믹팔레스홀,"서울특별시 강남구 일원로 90"
2285,"내일도 칸타빌레","카페드롭탑 홍대점","서울특별시 마포구 어울마당로 45-1"
2286,"내조의 여왕",63스퀘어,"서울특별시 영등포구 63로 50"
2287,"내조의 여왕",자하주택,"서울특별시 종로구 세검정로6길 70"
2288,"냄새를 보는 소녀",일산호수공원,"경기도 고양시 일산동구 호수로 731"
2289,"냄새를 보는 소녀","아임홈 백현점","경기도 성남시 분당구 판교역로10번길 3-1"
2290,"냄새를 보는 소녀","경기영어마을 파주캠퍼스","경기도 파주시 탄현면 얼음실로 40"
2291,"냄새를 보는 소녀","커피 스미스 홍대점","서울특별시 마포구 와우산로 82"
2292,"냄새를 보는 소녀",N서울타워,"서울특별시 용산구 남산공원길 105"
2293,"너는 나의 봄","김천 한국보건대 (폐교)","경상북도 김천시 어모면 옥율1길 94"
2294,"너는 나의 봄",용산역,"서울특별시 용산구 한강대로23길 55"
2295,"너는 나의 봄",삼청도도한복,"서울특별시 종로구 북촌로5길 56"
2296,"너는 나의 봄",율곡로3길,"서울특별시 종로구 율곡로3길"
2297,"너는 나의 봄","그랜드 하얏트 인천","인천광역시 중구 영종해안남로321번길 208"
2298,"너도 인간이니",청아공원기독교전용관,"경기도 고양시 일산동구 은마길 129"
2299,"너도 인간이니",백현동카페거리,"경기도 성남시 분당구 백현동 567-1"
2300,"너도 인간이니",라비돌리조트,"경기도 화성시 정남면 세자로 286"
2301,"너도 인간이니",창원경상대학교병원,"경상남도 창원시 성산구 삼정자로 11 창원경상대학교병원"
2302,"너도 인간이니",조이스커피숍,"경상북도 경주시 안강읍 안현로 1536"
2303,"너도 인간이니",엘빈에비뉴라운지,"서울특별시 강남구 강남대로92길 13"
2304,"너도 인간이니",앤드트리메타,"서울특별시 강남구 도산대로51길 19"
2305,"너도 인간이니","엘리자베스 럭스","서울특별시 강남구 선릉로152길 30 써니빌딩 4층"
2306,"너도 인간이니",압구정로50길,"서울특별시 강남구 신사동 압구정로50길"
2307,"너도 인간이니",마들원,"서울특별시 노원구 공릉로62길 27-110507-1488-8001"
2308,"너도 인간이니",DMC문화공원,"서울특별시 마포구 월드컵북로 366"
2309,"너도 인간이니","응봉산 팔각정","서울특별시 성동구 독서당로60길 13-1"
2310,"너도 인간이니","복고포차 달동네 문래역점","서울특별시 영등포구 당산로 34"
2311,"너도 인간이니",마포대교,"서울특별시 영등포구 여의도동 84-5"
2312,"너도 인간이니",서강대교,"서울특별시 영등포구 여의도동 서강대교"
2313,"너도 인간이니","기계산업진흥회 (구 기계회관 본관)","서울특별시 영등포구 은행로 37"
2314,"너도 인간이니",이화벽화마을,"서울특별시 종로구 낙산성곽서1길 28"
2315,"너도 인간이니",큐엘엘에스,"서울특별시 종로구 필운대로 108-6"
2316,"너도 인간이니",서울디자인재단,"서울특별시 중구 을지로 281"
2317,"너도 인간이니","CGV 명동역 씨네라이브러리","서울특별시 중구 퇴계로 123"
2318,"너도 인간이니","한국의 집","서울특별시 중구 퇴계로36길 10"
2319,"너도 인간이니",미추홀타워,"인천광역시 연수구 갯벌로 12"
2320,"너도 인간이니",호수1교,"인천광역시 연수구 송도동"
2321,"너도 인간이니","인천대학교 송도캠퍼스","인천광역시 연수구 송도동 아카데미로 119"
2322,"너도 인간이니",엔씨큐브,"인천광역시 연수구 아트센터대로 87"
2323,"너도 인간이니",컨벤시아대로,"인천광역시 연수구 컨벤시아대로"
2324,"너도 인간이니",포스코타워송도,"인천광역시 연수구 컨벤시아대로 165"
2325,"너도 인간이니","오라카이 송도파크호텔","인천광역시 연수구 테크노파크로 151"
2326,"너도 인간이니",미추홀공원,"인천광역시 연수구 해송로59"
2327,"너도 인간이니",십리포해수욕장,"인천광역시 옹진군 영흥면 영흥북로 420-26"
2328,"너도 인간이니",인천국제공항,"인천광역시 중구 공항로 272"
2329,"너를 기억해",삼청로,"서울특별시 종로구 삼청로 84-1"
2330,"너를 기억해","익산 교도소 세트장","전라북도 익산시 성당면 함낭로 207"
2331,"너를 닮은 사람","교원 가평비전센터","경기도 가평군 설악면 유명로 2182"
2332,"너를 닮은 사람",또이마켓,"경기도 부천시 길주로77번길 19-45 디아뜨갤러리4 1층 109호"
2333,"너를 닮은 사람",동백아펠바움,"경기도 용인시 기흥구 동백2로32번길 7-16"
2334,"너를 닮은 사람","다산교앞 정류장","경기도 파주시 광인사길 68 다산교앞 정류장"
2335,"너를 닮은 사람",서울한우곰탕,"서울특별시 마포구 월드컵북로5나길 18"
2336,"너를 닮은 사람",뇨끼바,"서울특별시 용산구 한남대로20길 41-4"
2337,"너를 닮은 사람",율곡로3길,"서울특별시 종로구 율곡로3길"
2338,"너를 닮은 사람","덕수궁 돌담길","서울특별시 중구 세종대로 99"
2339,"너를 닮은 사람",중림동약현성당,"서울특별시 중구 청파로 447-1"
2340,"너를 닮은 사람","도담동 길마당","세종특별자치시 도담동 686-1"
2341,"너를 닮은 사람",인천건재,"인천광역시 동구 안송로 109"
2342,"너를 닮은 사람",도원보행자터널,"인천광역시 중구 참외전로 191"
2343,"너를 닮은 사람",경덕중학교,"충청북도 청주시 흥덕구 풍년로79번길 7-2"
2344,"너를 닮은 사람",가나아트센터,"서울특별시 종로구 평창30길 28"
2345,"너를 사랑한 시간",압구정로,"서울특별시 강남구 압구정로 436"
2346,"너를 사랑한 시간",동아디지털미디어센터,"서울특별시 마포구 매봉산로 75"
2347,"너를 사랑한 시간",SBS프리즘타워,"서울특별시 마포구 상암산로 82"
2348,"너를 사랑한 시간",인천국제공항,"인천광역시 중구 공항로 272"
2349,"너를 싫어하는 방법",라페스타,"경기도 고양시 일산동구 중앙로 1305-56"
2350,"너를 싫어하는 방법","엔씨소프트 R&D센터","경기도 성남시 분당구 대왕판교로644번길 12"
2351,"너를 싫어하는 방법",운정호수공원,"경기도 파주시 경의로 1151"
2352,"너를 싫어하는 방법",서경대학교,"서울특별시 성북구 서경로 124"
2353,"너를 싫어하는 방법","소셜베이스 이태원","서울특별시 용산구 이태원로27가길 50 지하 1층"
2354,"너에게 가는 속도 493km",pino,"경기도 고양시 일산동구 애니골길 72"
2355,"너에게 가는 속도 493km",일산문화광장,"경기도 고양시 일산동구 중앙로 1271-4"
2356,"너에게 가는 속도 493km","모로미쿠시 광교카페거리점","경기도 수원시 영통구 센트럴파크로127번길 48"
2357,"너에게 가는 속도 493km",문발로,"경기도 파주시 문발로 234"
2358,"너에게 가는 속도 493km",파머스테이블,"경기도 파주시 탄현면 헤이리마을길 59-77"
2359,"너에게 가는 속도 493km","지혜의 숲","경기도 파주시 회동길 145"
2360,"너에게 가는 속도 493km",뜨인돌출판사,"경기도 파주시 회동길 337-9"
2361,"너에게 가는 속도 493km","라멘트럭 상수본점","서울특별시 마포구 독막로 14길 31"
2362,"너에게 가는 속도 493km",반포대교,"서울특별시 서초구 반포동 반포대교"
2363,"너에게 가는 속도 493km",서울웨이브아트센터,"서울특별시 서초구 잠원동 149-2"
2364,"너에게 가는 속도 493km",동작대교,"서울특별시 용산구 이촌동 동작대교"
2365,"너에게 가는 속도 493km","서강껍데기 이촌점","서울특별시 용산구 이촌로 9"
2366,"너에게 가는 속도 493km",옳은,"서울특별시 종로구 돈화문로11가길 65"
2367,"너에게 가는 속도 493km",경희궁3길,"서울특별시 종로구 사직동 경희궁 3길"
2368,"너에게 가는 속도 493km",스태픽스,"서울특별시 종로구 사직로9길 22 102호"
2369,"너에게 가는 속도 493km",윤보선길,"서울특별시 종로구 윤보선길"
2370,"너에게 가는 속도 493km","아리스타커피 필동점","서울특별시 중구 서애로 30"
2371,"너에게 가는 속도 493km",목남갤러리카페,"서울특별시 중구 퇴계로68길 16"
2372,"너에게 가는 속도 493km",남동체육관,"인천광역시 남동구 소래로 500"
2373,"너와 나의 경찰수업",헌화로드라이브코스,"강원도 강릉시 강동면 심곡리 헌화로"
2374,"너와 나의 경찰수업","오죽헌 경내","강원도 강릉시 율곡로3139번길 24"
2375,"너와 나의 경찰수업","해밀톤 호텔별관","서울특별시 용산구 이태원로27가길 26"
2385,"너의 노래를 들려줘",벨라시타,"경기도 고양시 일산동구 강송로 33"
2386,"너의 노래를 들려줘",고양아람누리,"경기도 고양시 일산동구 중앙로 1286 고양아람누리"
2387,"너의 노래를 들려줘",라페스타,"경기도 고양시 일산동구 중앙로 1305-56"
2388,"너의 노래를 들려줘",일산호수공원,"경기도 고양시 일산동구 호수로 731"
2389,"너의 노래를 들려줘",원마운트,"경기도 고양시 일산서구 한류월드로 300"
2390,"너의 노래를 들려줘","카페 디썸","경기도 고양시 일산서구 호수로856번길 8-1"
2391,"너의 노래를 들려줘",엘빈에비뉴라운지,"서울특별시 강남구 강남대로92길 13"
2392,"너의 노래를 들려줘","트웰브 청담","서울특별시 강남구 압구정로72길 26 지하1층"
2393,"너의 노래를 들려줘",반포대교,"서울특별시 서초구 반포동 반포대교"
2394,"너의 노래를 들려줘","켄싱턴호텔 여의도","서울특별시 영등포구 국회대로76길 16"
2395,"너의 노래를 들려줘",운산,"서울특별시 영등포구 여의공원로 101"
2396,"너의 노래를 들려줘",샛강다리,"서울특별시 영등포구 여의도동 39"
2397,"너의 노래를 들려줘",원효대교,"서울특별시 영등포구 여의도동 원효대교"
2398,"너의 노래를 들려줘",N서울타워,"서울특별시 용산구 남산공원길 105"
2399,"너의 노래를 들려줘","CU 이태원2동점","서울특별시 용산구 회나무로13가길 41"
2400,"너의 노래를 들려줘",낙산공원,"서울특별시 종로구 낙산길 41"
2401,"너의 노래를 들려줘",692고기포차,"서울특별시 종로구 창경궁로29길 25"
2402,"너의 노래를 들려줘",좋은이웃카페,"서울특별시 종로구 혜화로 8 지하1층"
2403,"너의 노래를 들려줘","삼순이 계단","서울특별시 중구 남산공원길 649"
2404,"너의 노래를 들려줘","남산 케이블카","서울특별시 중구 소파로 83"
2405,"너의 노래를 들려줘",엘림아트센터,"인천광역시 서구 크리스탈로 78"
2406,"너의 노래를 들려줘",호텔스카이파크인천송도,"인천광역시 연수구 컨벤시아대로 233"
2407,"너의 목소리가 들려","인천지방법원 부천지원","경기도 부천시 상일로 129"
2408,"너의 목소리가 들려","썬더치킨 수원성균관대점","경기도 수원시 장안구 율전로 102-5"
2409,"너의 목소리가 들려","코엑스 아쿠아리움","서울특별시 강남구 영동대로 513"
2410,"너의 목소리가 들려","서울 신촌 개인주택","서울특별시 서대문구 연대동문1길 57"
2411,"너의 목소리가 들려",서울중앙지방법원,"서울특별시 서초구 서초중앙로 157"
2412,"너의 목소리가 들려",신명여자고등학교,"인천광역시 남동구 용천로205번길 42"
2413,"너의 목소리가 들려",동수역,"인천광역시 부평구 경인로 지하 877"
