mediatitle,place_name,address,positive_ratio,latitude,longitude
꽃보다 남자,휘닉스제주 섭지코지,제주특별자치도 서귀포시 성산읍 섭지코지로 107,0.4285714285714285,33.429078,126.93397
나빌레라,합천 영상 테마파크,경상남도 합천군 용주면 합천호수로 757,0.75,35.5489346,128.072475
오월의 청춘,가실성당,경상북도 칠곡군 왜관읍 가실1길 1,0.9,35.9366,128.4053
사랑비,쎄라비음악다방,대구광역시 중구 국채보상로102길 60,1.0,35.86789,128.5844
오월의 청춘,부강성당,세종특별자치시 부강면 부강4길 33,1.0,36.530588,127.36972
사랑비,순천드라마촬영장,전라남도 순천시 비례골길 24,0.8888888888888888,34.957729,127.53832
오월의 청춘,남원랜드,전라북도 남원시 양림길 58-13,1.0,35.40303,127.3924
간택 - 여인들의 전쟁,광한루원,전라북도 남원시 요천로 1447,1.0,35.403918,127.379758
옥탑방 왕세자,마이산탑사,전라북도 진안군 마령면 마이산남로 367,0.9411764705882352,35.758494,127.411297
옷소매 붉은 끝동,보성열화정,전라남도 보성군 득량면 오봉리,0.5833333333333334,34.7637719,127.1878779
간택 - 여인들의 전쟁,광한루원,전라북도 남원시 요천로 1447,1.0,35.403918,127.379758
옷소매 붉은 끝동,문헌서원,충청남도 서천군 기산면 서원로172번길 66,0.9090909090909092,36.0918,126.7855
나의 나라,성흥산 사랑나무,충청남도 부여군 임천면 성흥로97번길 167,0.7333333333333333,36.1971825,126.898347
미스터 션샤인,황매산,경상남도 산청군 차황면 법평리 산 1,0.8235294117647058,35.486018,127.97475
나의 나라,성흥산 사랑나무,충청남도 부여군 임천면 성흥로97번길 167,0.7333333333333333,36.1971825,126.898347
왜 오수재인가,강남1984,강원도 춘천시 남춘로36번길 8,0.7333333333333333,37.86394,127.7322
군검사 도베르만,익산 교도소 세트장,전라북도 익산시 성당면 함낭로 207,0.8333333333333334,36.069334,126.93158
우리들의 블루스,모슬포중앙시장,제주특별자치도 서귀포시 대정읍 영서중로13번길 9-8,0.6,33.2219344,126.2546171
우리들의 블루스,월대천,제주특별자치도 제주시 내도동 898,1.0,33.4929205,126.4361809
우리들의 블루스,신두리 해수욕장,충청남도 태안군 원북면 신두해변길 201-54,0.8461538461538461,36.845289,126.196708
운명처럼 널 사랑해,곤리도,경상남도 통영시 산양읍 곤리리 174-16,1.0,34.782517,128.37111
사랑의 불시착,별마로천문대,강원도 영월군 영월읍 천문대길 397,0.9285714285714286,37.198816,128.486792
원 더 우먼,대전근현대사전시관,대전광역시 중구 중앙로 101,0.5714285714285714,36.3266855,127.420912
멜랑꼴리아,휘게비엔씨,강원도 강릉시 주문진읍 신리천로 318-24,1.0,37.878647,128.79909
부암동 복수자들,유리트리트,강원도 홍천군 서면 한서로 1468-55,0.9444444444444444,37.636579,127.63422
월간 집,황리단길,경상북도 경주시 태종로 746,0.7142857142857143,35.836842,129.20966
유미의 세포들,엄마손막국수,강원도 강릉시 운정길 40,1.0,37.783952,128.88272
사내맞선,스카이베이호텔 경포,강원도 강릉시 해안로 476,0.6666666666666666,37.804363,128.90769
유미의 세포들,카페 인어,제주특별자치도 제주시 한림읍 한림해안로 584,0.8823529411764706,33.440378,126.276511
유미의 세포들,제일반점,충청남도 부여군 초촌면 초촌로6번길 13,0.5454545454545454,36.26299,127.01996
나를 사랑한 스파이,제주국제공항,제주특별자치도 제주시 공항로 2,0.8125,33.506548,126.49304
부암동 복수자들,유리트리트,강원도 홍천군 서면 한서로 1468-55,0.9444444444444444,37.636579,127.63422
응답하라 1988,경주신문왕릉,경상북도 경주시 배반동 453-1,1.0,35.817958,129.24609
궁,동궁과 월지,경상북도 경주시 원화로 102,0.9333333333333332,35.83429,129.226584
스물다섯 스물하나,경주역,경상북도 경주시 원화로 266,0.5555555555555556,35.844454,129.21787
응답하라 1988,얄개분식,충청남도 서산시 해미면 읍성마을4길 24,0.9090909090909092,36.710661,126.54614
나빌레라,합천 영상 테마파크,경상남도 합천군 용주면 합천호수로 757,0.75,35.5489346,128.072475
내게 거짓말을 해봐,베어트리파크,세종특별자치시 전동면 신송로 217,0.25,36.670592,127.209267
이웃집 꽃미남,동산포해변 야영장,강원도 양양군 현남면 동산리 90-35,0.5,37.97813,128.75952
군검사 도베르만,익산 교도소 세트장,전라북도 익산시 성당면 함낭로 207,0.8333333333333334,36.069334,126.93158
꽃보다 남자,휘닉스제주 섭지코지,제주특별자치도 서귀포시 성산읍 섭지코지로 107,0.4285714285714285,33.429078,126.93397
나를 사랑한 스파이,제주국제공항,제주특별자치도 제주시 공항로 2,0.8125,33.506548,126.49304
자이언트,동명동성당,강원도 속초시 영랑로7길 10-5,0.9090909090909092,38.21326,128.595325
나빌레라,합천 영상 테마파크,경상남도 합천군 용주면 합천호수로 757,0.75,35.5489346,128.072475
사랑비,순천드라마촬영장,전라남도 순천시 비례골길 24,0.8888888888888888,34.957729,127.53832
또! 오해영,신성리 갈대밭,충청남도 서천군 한산면 신성리 125-1,0.6875,36.068336,126.86074
달리와 감자탕,오크밸리 리조트,강원도 원주시 지정면 오크밸리1길 66,0.7222222222222222,37.434485,127.817496
궁,씨에스호텔앤리조트,제주특별자치도 서귀포시 중문관광로 196,0.6470588235294118,33.243147,126.42002
겨울연가,남이섬,강원도 춘천시 남산면 남이섬길 1,0.6666666666666666,37.789935,127.52581
간택 - 여인들의 전쟁,광한루원,전라북도 남원시 요천로 1447,1.0,35.403918,127.379758
저글러스,연미스튜디오,전라북도 전주시 완산구 팔달로 22-2,1.0,35.804675,127.14935
간택 - 여인들의 전쟁,광한루원,전라북도 남원시 요천로 1447,1.0,35.403918,127.379758
나를 사랑한 스파이,제주국제공항,제주특별자치도 제주시 공항로 2,0.8125,33.506548,126.49304
절대 그이,삼탄아트마인,강원도 정선군 고한읍 함백산로 1445-44,0.7894736842105263,37.185266,128.88212
라이프 온 마스,감천문화마을,부산광역시 사하구 감내2로 203,0.7272727272727273,35.097412,129.010584
달의 연인 - 보보경심 려,백제문화단지,충청남도 부여군 규암면 백제문로 455,0.7692307692307693,36.3069,126.9066
검법남녀 2,부용대,경상북도 안동시 풍천면 광덕솔밭길 72,0.8333333333333334,36.542914,128.51663
조선로코 녹두전,수선루,전라북도 진안군 마령면 강정리 산 57,1.0,35.745616,127.34532
나의 나라,궁남지,충청남도 부여군 부여읍 궁남로 52,0.9333333333333332,36.269619,126.91224
군검사 도베르만,익산 교도소 세트장,전라북도 익산시 성당면 함낭로 207,0.8333333333333334,36.069334,126.93158
질투의 화신,대천해수욕장,충청남도 보령시 머드로 123,0.7777777777777778,36.313427,126.51139
아홉수 소년,묵호등대전망대,강원도 동해시 해맞이길 289,1.0,37.554268,129.1185
천국의 계단,경강역 (폐역),강원도 춘천시 남산면 서백길 62-52,1.0,37.842858,127.55054
천원짜리 변호사,도롱이연못,강원도 정선군 사북읍 사북리 도롱이연못,1.0,37.1892,128.810875
철인왕후,병산서원,경상북도 안동시 풍천면 병산길 386,0.7777777777777778,36.54056,128.55275
나의 나라,궁남지,충청남도 부여군 부여읍 궁남로 52,0.9333333333333332,36.269619,126.91224
첫사랑은 처음이라서,전주고속버스터미널,전라북도 전주시 덕진구 가리내로 70,0.8333333333333334,35.834512,127.12918
간택 - 여인들의 전쟁,광한루원,전라북도 남원시 요천로 1447,1.0,35.403918,127.379758
부암동 복수자들,유리트리트,강원도 홍천군 서면 한서로 1468-55,0.9444444444444444,37.636579,127.63422
질투의 화신,대천해수욕장,충청남도 보령시 머드로 123,0.7777777777777778,36.313427,126.51139
최강 배달꾼,거진해수욕장,강원도 고성군 거진읍 거진리 22-59,0.6363636363636364,38.443074,128.45517
군검사 도베르만,익산 교도소 세트장,전라북도 익산시 성당면 함낭로 207,0.8333333333333334,36.069334,126.93158
달의 연인 - 보보경심 려,사성암,전라남도 구례군 문척면 사성암길 303,0.8333333333333334,35.180003,127.4806
간택 - 여인들의 전쟁,광한루원,전라북도 남원시 요천로 1447,1.0,35.403918,127.379758
추리의 여왕,안도르,대전광역시 중구 선화로 148,0.875,36.331374,127.42335
원 더 우먼,대전근현대사전시관,대전광역시 중구 중앙로 101,0.5714285714285714,36.3266855,127.420912
부암동 복수자들,유리트리트,강원도 홍천군 서면 한서로 1468-55,0.9444444444444444,37.636579,127.63422
간택 - 여인들의 전쟁,광한루원,전라북도 남원시 요천로 1447,1.0,35.403918,127.379758
부부의 세계,강릉역,강원도 강릉시 용지로 176,0.8,37.764117,128.89882
달리와 감자탕,오크밸리 리조트,강원도 원주시 지정면 오크밸리1길 66,0.7222222222222222,37.434485,127.817496
크로스,미즈제일여성병원,대전광역시 유성구 계룡로 126,0.15,36.352533,127.3443
맨홀-이상한 나라의 필,등명해변,강원도 강릉시 강동면 정동진리 440-7,0.8125,37.704451,129.01646
달리와 감자탕,오크밸리 리조트,강원도 원주시 지정면 오크밸리1길 66,0.7222222222222222,37.434485,127.817496
나빌레라,합천 영상 테마파크,경상남도 합천군 용주면 합천호수로 757,0.75,35.5489346,128.072475
절대 그이,삼탄아트마인,강원도 정선군 고한읍 함백산로 1445-44,0.7894736842105263,37.185266,128.88212
태양의 후예,태양의후예 태백세트장,강원도 태백시 통동 산 67-38,0.8333333333333334,37.154824,129.04035
또! 오해영,신성리 갈대밭,충청남도 서천군 한산면 신성리 125-1,0.6875,36.068336,126.86074
달리와 감자탕,오크밸리 리조트,강원도 원주시 지정면 오크밸리1길 66,0.7222222222222222,37.434485,127.817496
악의 마음을 읽는 자들,직탕폭포,강원도 철원군 동송읍 장흥리 336-1,0.6666666666666666,38.20945,127.2655
펜트하우스 3,부산역,부산광역시 동구 중앙대로 206,0.6875,35.115181,129.0412
군검사 도베르만,익산 교도소 세트장,전라북도 익산시 성당면 함낭로 207,0.8333333333333334,36.069334,126.93158
오 마이 레이디,월정사,강원도 평창군 진부면 오대산로 374-8,1.0,37.731807,128.592508
남자친구,라라무리,강원도 강릉시 연곡면 진고개로 2551-18,1.0,37.856793,128.8181
푸른 바다의 전설,소노벨 비발디파크,강원도 홍천군 서면 한치골길 262,0.5454545454545454,37.648231,127.684097
푸른 바다의 전설,문경새재 도립공원,경상북도 문경시 문경읍 새재로 932,1.0,36.761562,128.076718
푸른 바다의 전설,아쿠아플라넷 여수,전라남도 여수시 오동도로 61-11,0.4705882352941176,34.746475,127.748335
꽃보다 남자,휘닉스제주 섭지코지,제주특별자치도 서귀포시 성산읍 섭지코지로 107,0.4285714285714285,33.429078,126.93397
푸른 바다의 전설,메이즈랜드,제주특별자치도 제주시 구좌읍 비자림로 2134-47,0.8571428571428571,33.488697,126.800866
우리들의 블루스,신두리 해수욕장,충청남도 태안군 원북면 신두해변길 201-54,0.8461538461538461,36.845289,126.196708
풍선껌,강문해변,강원도 강릉시 창해로350번길 5,0.9285714285714286,37.79663,128.917612
신데렐라와 네 명의 기사,대관령 양떼목장,강원도 평창군 대관령면 대관령마루길 483-32,1.0,37.689736,128.753045
달의 연인 - 보보경심 려,내소사,전라북도 부안군 진서면 내소사로 243,0.9411764705882352,35.617773,126.58724
공작도시,뮤지엄 산,강원도 원주시 지정면 오크밸리2길 260,0.7647058823529411,37.418903,127.82302
겨울연가,남이섬,강원도 춘천시 남산면 남이섬길 1,0.6666666666666666,37.789935,127.52581
한 번 다녀왔습니다,태화강 국가정원,울산광역시 중구 태화강국가정원길 154,0.8461538461538461,35.547724,129.296188
따뜻한 말 한마디,장사도 해상공원 까멜리아,경상남도 통영시 한산면 장사도길 55,0.8,34.713673,128.55885
미남이시네요,공세리성당,충청남도 아산시 인주면 공세리성당길 10,0.8888888888888888,36.883404,126.914041
나의 나라,궁남지,충청남도 부여군 부여읍 궁남로 52,0.9333333333333332,36.269619,126.91224
나빌레라,합천 영상 테마파크,경상남도 합천군 용주면 합천호수로 757,0.75,35.5489346,128.072475
호텔 델루나,목포근대역사관 1관,전라남도 목포시 영산로29번길 6,0.8947368421052632,34.7877511,126.382161
나의 나라,성흥산 사랑나무,충청남도 부여군 임천면 성흥로97번길 167,0.7333333333333333,36.1971825,126.898347
나의 나라,반곡지,경상북도 경산시 남산면 반곡리 246,0.8461538461538461,35.780498,128.806454
간택 - 여인들의 전쟁,광한루원,전라북도 남원시 요천로 1447,1.0,35.403918,127.379758
화랑,한화리조트 설악 쏘라노,강원도 속초시 미시령로2983번길 111,0.9444444444444444,38.210401,128.528442
화랑,해양드라마세트장,경상남도 창원시 마산합포구 구산면 석고리 산183-2,0.6666666666666666,35.109907,128.541331
화랑,라궁,경상북도 경주시 엑스포로 55-12,1.0,35.834261,129.296769
나의 나라,성흥산 사랑나무,충청남도 부여군 임천면 성흥로97번길 167,0.7333333333333333,36.1971825,126.898347
달의 연인 - 보보경심 려,온달관광지,충청북도 단양군 영춘면 온달로 23,0.6153846153846154,37.0628902,128.49172
화양연화,흥남해수욕장,경상남도 거제시 장목면 흥남길 46,0.6428571428571429,34.960061,128.71505
화양연화,화본역,경상북도 군위군 산성면 산성가음로 711-9,0.6666666666666666,36.12695,128.69491
사이코지만 괜찮아,옥정호,전라북도 임실군 운암면 운종리 473-9,1.0,35.602023,127.11288
미스터 션샤인,문화공감수정,부산광역시 동구 홍곡로 75,0.9333333333333332,35.125713,129.042622
쌍갑포차,고석정,강원도 철원군 동송읍 태봉로 1825,0.6923076923076923,38.186301,127.287536
나의 나라,성흥산 사랑나무,충청남도 부여군 임천면 성흥로97번길 167,0.7333333333333333,36.1971825,126.898347
달의 연인 - 보보경심 려,백제문화단지,충청남도 부여군 규암면 백제문로 455,0.7692307692307693,36.3069,126.9066
나의 나라,궁남지,충청남도 부여군 부여읍 궁남로 52,0.9333333333333332,36.269619,126.91224
나의 나라,성흥산 사랑나무,충청남도 부여군 임천면 성흥로97번길 167,0.7333333333333333,36.1971825,126.898347
검법남녀 2,부용대,경상북도 안동시 풍천면 광덕솔밭길 72,0.8333333333333334,36.542914,128.51663
힐러,청남대,충청북도 청주시 상당구 문의면 청남대길 646,0.875,36.462546,127.4906
미스터 션샤인,운보의 집,충청북도 청주시 청원구 내수읍 형동2길 92-41,0.4615384615384615,36.692197,127.5651
힘쎈여자 도봉순,쏠비치 양양,강원도 양양군 손양면 선사유적로 678,0.7333333333333333,38.0886275,128.665702
힘쎈여자 도봉순,대둔산,전라북도 완주군 운주면 산북리 611-34,0.9411764705882352,36.119945,127.323352
뷰티 인사이드,아난티 코브,부산광역시 기장군 기장읍 기장해안로 268-31,0.7692307692307693,35.200166,129.229042
모단걸,합천 영상 테마파크,(50215)경상남도 합천군 용주면 합천호수로 757,0.75,35.5489346,128.072475
발칙하게 고고,단콩,(30016)세종특별자치시 조치원읍 섭골길 35-4 단콩,0.9,36.613906,127.28924
발칙하게 고고,세종호수공원,(30106)세종특별자치시 호수공원길 155,0.75,36.497909,127.2729
발칙하게 고고,녹수원글램핑,(32500)충청남도 공주시 유구읍 금계산로 919-11,0.6666666666666666,36.62859,126.96982
미스터 션샤인,운보의 집,(28149)충청북도 청주시 청원구 내수읍 형동2길 92-41,0.4615384615384615,36.692197,127.5651
미스터 션샤인,선샤인스튜디오,(33012)충청남도 논산시 연무읍 봉황로 90,0.5714285714285714,36.102539,127.10657
미스터 션샤인,부안영상테마파크,전라북도 부안군 반석면 격포로 309-64,0.6,35.620633,126.48247
호텔 델루나,성흥산 사랑나무,(33219)충청남도 부여군 임천면 성흥로97번길 167,0.7333333333333333,36.1971825,126.898347
호텔 델루나,목포근대역사관 1관,(58729)전라남도 목포시 영산로29번길 6,0.8947368421052632,34.7877511,126.382161
부암동 복수자들,유리트리트,(25103)강원도 홍천군 서면 한서로 1468-55,0.9444444444444444,37.636579,127.63422
푸른 바다의 전설,라라무리,(25428)강원도 강릉시 연곡면 진고개로 2551-18,1.0,37.856793,128.8181
인현왕후의 남자,제주국제공항,(63115)제주특별자치도 제주시 공항로 2,0.8125,33.506548,126.49304
"단, 하나의 사랑",합덕성당,(31812)충청남도 당진시 합덕읍 합덕성당2길 22,0.9230769230769232,36.792792,126.78554
달리와 감자탕,오크밸리 리조트,(26357)강원도 원주시 지정면 오크밸리1길 66,0.7222222222222222,37.434485,127.817496
도도솔솔라라솔,청춘게스트하우스,(58726)전라남도 목포시 달성길 39,0.8,34.792199,126.37692
도도솔솔라라솔,유달산,전라남도 목포시 죽교동 산 27-1,1.0,34.789202,126.37829
도시남녀의 사랑법,이이남스튜디오,(61642)광주광역시 남구 제중로47번길 10,0.7692307692307693,35.139174,126.91284
영광의 재인,공세리성당,(31427)충청남도 아산시 인주면 공세리성당길 10,0.8888888888888888,36.883404,126.914041
돈꽃,을숙도,(49435)부산광역시 사하구 하단동 1207,1.0,35.10662,128.94309
응답하라 1988,경주역,(38147)경상북도 경주시 원화로 266,0.5555555555555556,35.844454,129.21787
응답하라 1988,동궁과 월지,(38163)경상북도 경주시 원화로 102,0.9333333333333332,35.83429,129.226584
응답하라 1988,경주신문왕릉,(38174)경상북도 경주시 배반동 453-1,1.0,35.817958,129.24609
아스달 연대기,반곡지,(38571)경상북도 경산시 남산면 반곡리 246,0.8461538461538461,35.780498,128.806454
사이코지만 괜찮아,심곡항,(25632)강원도 강릉시 강동면 심곡리 157-1,0.6,37.665245,129.053082
응답하라 1988,얄개분식,(31960)충청남도 서산시 해미면 읍성마을4길 24,0.9090909090909092,36.710661,126.54614
사생활,익산 교도소 세트장,(54505)전라북도 익산시 성당면 함낭로 207,0.8333333333333334,36.069334,126.93158
태양의 후예,태양의후예 태백세트장,(26029)강원도 태백시 통동 산 67-38,0.8333333333333334,37.154824,129.04035
태양의 후예,삼탄아트마인,(26157)강원도 정선군 고한읍 함백산로 1445-44,0.7894736842105263,37.185266,128.88212
인현왕후의 남자,제주국제공항,(63115)제주특별자치도 제주시 공항로 2,0.8125,33.506548,126.49304
꽃보다 남자,설악해변,(25004)강원도 양양군 강현면 뒷나루2길 5-8,0.8571428571428571,38.131216,128.62292
내일 그대와,뮤지엄 산,(26357)강원도 원주시 지정면 오크밸리2길 260,0.7647058823529411,37.418903,127.82302
푸른 바다의 전설,라라무리,(25428)강원도 강릉시 연곡면 진고개로 2551-18,1.0,37.856793,128.8181
남자친구,롯데리조트 속초,(24900)강원도 속초시 대포항길 186,0.875,38.180679,128.61177
열두밤,정동진역,(25631)강원도 강릉시 강동면 정동역길 17,1.0,37.69142,129.0329
복수가 돌아왔다,중앙탑 사적공원,(27447)충청북도 충주시 중앙탑면 중앙탑길 112-28 일원,0.9230769230769232,37.016768,127.8665
해치,궁남지,(33165)충청남도 부여군 부여읍 궁남로 52,0.9333333333333332,36.269619,126.91224
영광의 재인,공세리성당,(31427)충청남도 아산시 인주면 공세리성당길 10,0.8888888888888888,36.883404,126.914041
함부로 애틋하게,장사도 해상공원 까멜리아,(53094)경상남도 통영시 한산면 장사도길 55,0.8,34.713673,128.55885
(아는 건 별로 없지만) 가족입니다,파도리해수욕장,(32124)충청남도 태안군 소원면 파도길 63-12,0.6,36.738979,126.13356
(아는 건 별로 없지만) 가족입니다,고흥우주발사전망대,(59521)전라남도 고흥군 영남면 해맞이로 840,0.5833333333333334,34.585051,127.49236
알함브라 궁전의 추억,씨마크 호텔,(25460)강원도 강릉시 해안로406번길 2,0.7142857142857143,37.79799,128.9154
포레스트,월정사,(25318)강원도 평창군 진부면 오대산로 374-8,1.0,37.731807,128.592508
사생활,익산 교도소 세트장,(54505)전라북도 익산시 성당면 함낭로 207,0.8333333333333334,36.069334,126.93158
"단, 하나의 사랑",합덕성당,(31812)충청남도 당진시 합덕읍 합덕성당2길 22,0.9230769230769232,36.792792,126.78554
병원선,대우병원,(53317)경상남도 거제시 두모길 16,0.4375,34.871977,128.72219
달의 연인 - 보보경심 려,아홉산숲,(46050)부산광역시 기장군 철마면 웅천리 520-10,0.4666666666666667,35.2879959,129.169638
달의 연인 - 보보경심 려,사성암,(57632)전라남도 구례군 문척면 사성암길 303,0.8333333333333334,35.180003,127.4806
모단걸,합천 영상 테마파크,(50215)경상남도 합천군 용주면 합천호수로 757,0.75,35.5489346,128.072475
달의 연인 - 보보경심 려,광한루원,(55776)전라북도 남원시 요천로 1447,1.0,35.403918,127.379758
달의 연인 - 보보경심 려,내소사,(56344)전라북도 부안군 진서면 내소사로 243,0.9411764705882352,35.617773,126.58724
달의 연인 - 보보경심 려,백제문화단지,(33115)충청남도 부여군 규암면 백제문로 455,0.7692307692307693,36.3069,126.9066
더 케이투,기지포해수욕장,(32162)충청남도 태안군 안면읍 해안관광로 745-19,0.6428571428571429,36.562608,126.32187
사생활,익산 교도소 세트장,(54505)전라북도 익산시 성당면 함낭로 207,0.8333333333333334,36.069334,126.93158
사생활,익산 교도소 세트장,(54505)전라북도 익산시 성당면 함낭로 207,0.8333333333333334,36.069334,126.93158
달의 연인 - 보보경심 려,부용대,(36757)경상북도 안동시 풍천면 광덕솔밭길 72,0.8333333333333334,36.542914,128.51663
아스달 연대기,반곡지,(38571)경상북도 경산시 남산면 반곡리 246,0.8461538461538461,35.780498,128.806454
호텔 델루나,성흥산 사랑나무,(33219)충청남도 부여군 임천면 성흥로97번길 167,0.7333333333333333,36.1971825,126.898347
크로스,미즈제일여성병원,(34188)대전광역시 유성구 계룡로 126,0.15,36.352533,127.3443
쌍갑포차,고석정,(24023)강원도 철원군 동송읍 태봉로 1825,0.6923076923076923,38.186301,127.287536
사랑비,순천드라마촬영장,(57972)전라남도 순천시 비례골길 24,0.8888888888888888,34.957729,127.53832
사랑비,쎄라비음악다방,(41931)대구광역시 중구 국채보상로102길 60,1.0,35.86789,128.5844
질투의 화신,대천해수욕장,(33489)충청남도 보령시 머드로 123,0.7777777777777778,36.313427,126.51139
포레스트,월정사,(25318)강원도 평창군 진부면 오대산로 374-8,1.0,37.731807,128.592508
찬란한 유산,묵호등대전망대,(25717)강원도 동해시 해맞이길 289,1.0,37.554268,129.1185
아스달 연대기,반곡지,(38571)경상북도 경산시 남산면 반곡리 246,0.8461538461538461,35.780498,128.806454
달의 연인 - 보보경심 려,광한루원,(55776)전라북도 남원시 요천로 1447,1.0,35.403918,127.379758
사생활,익산 교도소 세트장,(54505)전라북도 익산시 성당면 함낭로 207,0.8333333333333334,36.069334,126.93158
포레스트,월정사,(25318)강원도 평창군 진부면 오대산로 374-8,1.0,37.731807,128.592508
풍선껌,강문해변,(25467)강원도 강릉시 창해로350번길 5,0.9285714285714286,37.79663,128.917612
풍선껌,대관령 양떼목장,(25342)강원도 평창군 대관령면 대관령마루길 483-32,1.0,37.689736,128.753045
사이코지만 괜찮아,심곡항,(25632)강원도 강릉시 강동면 심곡리 157-1,0.6,37.665245,129.053082
모단걸,합천 영상 테마파크,(50215)경상남도 합천군 용주면 합천호수로 757,0.75,35.5489346,128.072475
시간,파크 하얏트 부산,(48120)부산광역시 해운대구 마린시티1로 51,0.7368421052631579,35.15657,129.1419
화양연화,흥남해수욕장,(53202)경상남도 거제시 장목면 흥남길 46,0.6428571428571429,34.960061,128.71505
화양연화,화본역,경상북도 군위군 산성면 산성가음로 711-9,0.6666666666666666,36.12695,128.69491
천국의 계단,경강역 (폐역),(24464)강원도 춘천시 남산면 서백길 62-52,1.0,37.842858,127.55054
화랑,온달관광지,(27020)충청북도 단양군 영춘면 온달로 23,0.6153846153846154,37.0628902,128.49172
사이코지만 괜찮아,옥정호,(55906)전라북도 임실군 운암면 운종리 473-9,1.0,35.602023,127.11288
"사임당, 빛의 일기",하슬라아트월드,(25631)강원도 강릉시 강동면 율곡로 1441,0.6363636363636364,37.706127,129.00911
아이언맨,사우스케이프오너스클럽,(52455)경상남도 남해군 창선면 흥선로 1545,0.6153846153846154,34.836501,128.07449
사이코지만 괜찮아,사니다카페,(26303)강원도 원주시 호저면 칠봉로 109-128,0.3888888888888889,37.406814,127.91437
꽃보다 남자,설악해변,(25004)강원도 양양군 강현면 뒷나루2길 5-8,0.8571428571428571,38.131216,128.62292
해치,궁남지,(33165)충청남도 부여군 부여읍 궁남로 52,0.9333333333333332,36.269619,126.91224
철인왕후,병산서원,(36760)경상북도 안동시 풍천면 병산길 386,0.7777777777777778,36.54056,128.55275
사이코지만 괜찮아,옥정호,(55906)전라북도 임실군 운암면 운종리 473-9,1.0,35.602023,127.11288
화유기,문화공감수정,(48785)부산광역시 동구 홍곡로 75,0.9333333333333332,35.125713,129.042622
어느 날 우리 집 현관으로 멸망이 들어왔다,경주월드,(38117)경상북도 경주시 보문로 544,0.9444444444444444,35.835594,129.282884
어게인 마이 라이프,베어트리파크,(30009)세종특별자치시 전동면 신송로 217,0.25,36.670592,127.209267
시지프스: the myth,벡스코,(48060)부산광역시 해운대구 APEC로 55,0.8571428571428571,35.1688706,129.135456
달의 연인 - 보보경심 려,아홉산숲,(46050)부산광역시 기장군 철마면 웅천리 520-10,0.4666666666666667,35.2879959,129.169638
달리와 감자탕,오크밸리 리조트,(26357)강원도 원주시 지정면 오크밸리1길 66,0.7222222222222222,37.434485,127.817496
미스터 션샤인,부안영상테마파크,전라북도 부안군 반석면 격포로 309-64,0.6,35.620633,126.48247
달의 연인 - 보보경심 려,광한루원,(55776)전라북도 남원시 요천로 1447,1.0,35.403918,127.379758
달의 연인 - 보보경심 려,내소사,(56344)전라북도 부안군 진서면 내소사로 243,0.9411764705882352,35.617773,126.58724
모단걸,합천 영상 테마파크,(50215)경상남도 합천군 용주면 합천호수로 757,0.75,35.5489346,128.072475
사생활,익산 교도소 세트장,(54505)전라북도 익산시 성당면 함낭로 207,0.8333333333333334,36.069334,126.93158
시그널,국립법무병원,충청남도 공주시 반포면 봉곡리 반포초교길 253,0.2,36.412694,127.2387
쌍갑포차,고석정,(24023)강원도 철원군 동송읍 태봉로 1825,0.6923076923076923,38.186301,127.287536
호텔 델루나,성흥산 사랑나무,(33219)충청남도 부여군 임천면 성흥로97번길 167,0.7333333333333333,36.1971825,126.898347
응답하라 1988,동궁과 월지,(38163)경상북도 경주시 원화로 102,0.9333333333333332,35.83429,129.226584
뷰티 인사이드,아난티 코브,(46083)부산광역시 기장군 기장읍 기장해안로 268-31,0.7692307692307693,35.200166,129.229042
첫사랑은 처음이라서,전주고속버스터미널,(54933)전라북도 전주시 덕진구 가리내로 70,0.8333333333333334,35.834512,127.12918
오월의 청춘,남원랜드,(55795)전라북도 남원시 양림길 58-13,1.0,35.40303,127.3924
사랑비,순천드라마촬영장,(57972)전라남도 순천시 비례골길 24,0.8888888888888888,34.957729,127.53832
모단걸,합천 영상 테마파크,(50215)경상남도 합천군 용주면 합천호수로 757,0.75,35.5489346,128.072475
오월의 청춘,부강성당,(30075)세종특별자치시 부강면 부강4길 33,1.0,36.530588,127.36972
사랑비,쎄라비음악다방,(41931)대구광역시 중구 국채보상로102길 60,1.0,35.86789,128.5844
오월의 청춘,가실성당,(39912)경상북도 칠곡군 왜관읍 가실1길 1,0.9,35.9366,128.4053
미안하다 사랑한다,신성리 갈대밭,(33625)충청남도 서천군 한산면 신성리 125-1,0.6875,36.068336,126.86074
빈센조,대구오페라하우스,(41585)대구광역시 북구 호암로 15,1.0,35.88348,128.59216
월간 집,황리단길,(38167)경상북도 경주시 태종로 746,0.7142857142857143,35.836842,129.20966
세상 어디에도 없는 착한남자,동피랑 벽화마을,(53052)경상남도 통영시 동피랑1길 6-18,0.7692307692307693,34.845641,128.427523
달의 연인 - 보보경심 려,광한루원,(55776)전라북도 남원시 요천로 1447,1.0,35.403918,127.379758
미스터 션샤인,황매산,경상남도 산청군 차황면 법평리 산 1,0.8235294117647058,35.486018,127.97475
미스터 션샤인,만휴정,(36735)경상북도 안동시 길안면 묵계하리길 42,0.6666666666666666,36.41043,128.9099
영광의 재인,공세리성당,(31427)충청남도 아산시 인주면 공세리성당길 10,0.8888888888888888,36.883404,126.914041
옥탑방 왕세자,마이산탑사,(55450)전라북도 진안군 마령면 마이산남로 367,0.9411764705882352,35.758494,127.411297
